event_id,item_id,sidx,loss
1,1,-1,775000000.0
1,1,1,775000000.0
1,2,-1,125000000.0
1,2,1,125000000.0
1,3,-1,2500000.0
1,3,1,2500000.0
1,4,-1,470000000.0
1,4,1,470000000.0
1,5,-1,130000000.0
1,5,1,130000000.0
1,6,-1,1000000.0
1,6,1,1000000.0
1,7,-1,270000000.0
1,7,1,270000000.0
1,8,-1,60000000.0
1,8,1,60000000.0
1,9,-1,500000.0
1,9,1,500000.0
1,10,-1,85000000.0
1,10,1,85000000.0
1,11,-1,10000000.0
1,11,1,10000000.0
1,12,-1,1000000.0
1,12,1,1000000.0
1,13,-1,70000000.0
1,13,1,70000000.0
1,14,-1,30000000.0
1,14,1,30000000.0
1,15,-1,6000000.0
1,15,1,6000000.0
1,16,-1,21000000.0
1,16,1,21000000.0
1,17,-1,9000000.0
1,17,1,9000000.0
1,18,-1,557576.0
1,18,1,557576.0
1,19,-1,200000.0
1,19,1,200000.0
1,20,-1,15000000.0
1,20,1,15000000.0
1,21,-1,6000000.0
1,21,1,6000000.0
1,22,-1,60000000.0
1,22,1,60000000.0
1,23,-1,15000000.0
1,23,1,15000000.0
1,24,-1,5000000.0
1,24,1,5000000.0
1,25,-1,20000000.0
1,25,1,20000000.0
1,26,-1,10000000.0
1,26,1,10000000.0
1,27,-1,2000000.0
1,27,1,2000000.0
